Class,Order,Family,Genus,species,Total,Infected,Pool_Size,Bacterium
arachnida,astigmata,Acaridae,Rhizoglyphus,robini,1,0,1,Cardinium
arachnida,astigmata,Acaridae,Rhizoglyphus,robini,1,0,1,Wolbachia
arachnida,astigmata,Acaridae,Tyrophagus,putrescentiae,1,0,1,Cardinium
arachnida,astigmata,Acaridae,Tyrophagus,putrescentiae,1,0,1,Wolbachia
arachnida,astigmata,Unid.,Unid,sp,1,1,1,Cardinium
arachnida,astigmata,Unid.,Unid,sp,1,0,1,Wolbachia
arachnida,holothyrida,Unid.,Unid,sp,1,0,1,Rickettsia
arachnida,ixodida,Argasidae,Argas,dewae,10,7,1,Rickettsia
arachnida,ixodida,Argasidae,Argas,persicus,29,0,1,Rickettsia
arachnida,ixodida,Argasidae,Argas,vespertilionis,5,3,1,Rickettsia
arachnida,ixodida,Argasidae,Carios,capensis,25,0,1,Rickettsia
arachnida,ixodida,Argasidae,Carios,capensis,24,7,1,Rickettsia
arachnida,ixodida,Argasidae,Carios,capensis,64,17,1,Rickettsia
arachnida,ixodida,Argasidae,Carios,kelleyi,31,28,1,Rickettsia
arachnida,ixodida,Argasidae,Carios,sawaii,9,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,183,128,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,184,116,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,21,9,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,475,198,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,391,216,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,704,315,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,151,56,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,38,18,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,121,8,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,60,6,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,19,11,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,29,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,72,33,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,50,20,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,76,37,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,48,19,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,54,18,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,74,50,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,104,57,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,69,36,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,60,40,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,62,23,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,59,13,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,42,7,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,15,5,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,41,10,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,79,36,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,37,22,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,22,8,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,16,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,100,16,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,100,84,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,100,60,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,100,8,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,55,26,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,21,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,104,67,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,115,82,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,14,8,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,82,32,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,1590,1076,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,21,19,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,30,29,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,9,9,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,2,2,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,3,3,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,19,17,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,15,15,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,5,4,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,3,3,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,8,8,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,2,2,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,7,7,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,1,1,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,125,119,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,42,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,35,7,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,74,11,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,32,6,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,19,4,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,71,9,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,5,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,30,27,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,americanum,33,33,40,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,37,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,28,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,5,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,12,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,19,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,81,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,aureolatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,brasiliense,35,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,cajennense,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,cajennense,15,10,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,cajennense,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,cajennense,5,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,cajennense,33,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,cajennense,30,11,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,cajennense,3,2,1,Cardinium
arachnida,ixodida,Ixodidae,Amblyomma,cajennense,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,cajennense,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,cajennense,15,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,cajennense,288,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,cajennense,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,cajennense,26,1,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,calcaratum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,calcaratum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,calcaratum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,calcaratum,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,calcaratum,8,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,calcaratum,8,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,calcaratum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,calcaratum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,calcaratum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,coelebs,13,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,compressum,12,6,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,dissimile,3,2,1,Cardinium
arachnida,ixodida,Ixodidae,Amblyomma,dubitatum,3,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,dubitatum,4,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,dubitatum,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,dubitatum,9,5,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,dubitatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,dubitatum,26,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,fimbriatum,2,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,fimbriatum,3,1,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,fimbriatum,15,8,2,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,fimbriatum,148,48,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,humerale,6,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,incisum,388,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,incisum,101,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,javanense,54,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,lepidum,118,12,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,limbatum,3,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,limbatum,1,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,2,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,4,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,1,1,2,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,3,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,5,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,2,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,longirostre,8,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,5,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,0,2,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,1,4,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,4,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,0,5,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,1,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,2,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,1,8,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,3,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,23,5,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,257,49,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,403,75,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,38,4,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,4,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,496,202,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,3,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,27,4,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,9,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,92,25,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,8,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,maculatum,62,28,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,moreliae,11,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,naponense,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,neumanni,55,15,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,nodosum,13,4,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,nodosum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,oblongoguttatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,ovale,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,ovale,35,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,ovale,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,ovale,34,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,ovale,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,ovale,5,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,ovale,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,ovale,38,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,ovale,50,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,ovale,93,12,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,ovale,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,ovale,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,parkeri,4,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,parvum,198,186,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,pseudoconcolor,11,6,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,rotundatum,37,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,sp,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,sp,3,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,sp,106,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,sp,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,sp,1,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,tigrinum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,tigrinum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,tigrinum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,tigrinum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,tigrinum,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,tigrinum,24,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,tigrinum,41,23,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,24,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,5,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,9,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,12,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,7,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,3,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,43,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,tuberculatum,10,10,20,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,tuberculatum,20,10,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,tuberculatum,68,48,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,variegatum,46,11,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,variegatum,95,39,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,variegatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,variegatum,85,74,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma,variegatum,2,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Anocentor,nitens,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Bothriocroton,auruginans,10,7,1,Rickettsia
arachnida,ixodida,Ixodidae,Bothriocroton,concolor,4,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Bothriocroton,concolor,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,albipictus,33,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,albipictus,32,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,albipictus,6,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,andersoni,100,72,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,andersoni,61,37,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,andersoni,101,97,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,andersoni,17,15,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,andersoni,35,30,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,andersoni,14,13,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,andersoni,61,22,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,andersoni,18,17,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,andersoni,101,84,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,atrosignatus,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,atrosignatus,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,auratus,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,auratus,80,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,compactus,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,38,14,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,13,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,3,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,4,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,1,1,5,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,1,1,6,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,61,0,1,Wolbachia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,2,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,110,32,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,84,82,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,26,5,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,37,14,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,15,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,25,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,25,0,1,Wolbachia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,98,58,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,89,25,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,40,24,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,112,38,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,11,6,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,7,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,18,6,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,marginatus,272,88,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,nitens,42,13,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,nitens,5,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,nutallii,101,16,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,61,26,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,47,17,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,4,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,102,26,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,9,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,27,10,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,2,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,3,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,4,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,17,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,4,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor,reticulatus,8,2,1,Rickettsia
