Class,Order,Family,Genus,species,Total,Infected,Pool_Size,Bacterium
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,6,0,8,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,2,0,7,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,4,1,2,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,2,0,3,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,1,0,1,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,1,0,5,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,8,1,3,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,1,0,10,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,8,0,10,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,3,0,2,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,1,0,10,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,4,0,2,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,2,0,3,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,23,1,6,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,7,0,8,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,6,2,6,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,4,1,5,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,3,0,1,Rickettsia
arachnida,mesostigmata,Macronyssidae,Ornithonyssus,bacoti,1,0,1,Rickettsia
arachnida,mesostigmata,Parasitidae,Parasitus,sp,2,0,1,Wolbachia
arachnida,mesostigmata,Parasitidae,Unid,sp,23,0,1,Wolbachia
arachnida,mesostigmata,Parasitidae,Unid,sp,1,0,1,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Galendromus,annectens,1,0,1,Cardinium
arachnida,mesostigmata,Phytoseiidae,Galendromus,annectens,1,1,1,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Galendromus,helveolus,1,0,1,Cardinium
arachnida,mesostigmata,Phytoseiidae,Galendromus,helveolus,1,0,1,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Galendromus,occidentalis,1,1,20,Cardinium
arachnida,mesostigmata,Phytoseiidae,Galendromus,occidentalis,1,1,20,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Galendromus,occidentalis,1,1,20,Cardinium
arachnida,mesostigmata,Phytoseiidae,Galendromus,occidentalis,1,1,20,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Galendromus,occidentalis,1,1,20,Cardinium
arachnida,mesostigmata,Phytoseiidae,Galendromus,occidentalis,1,1,20,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Galendromus,occidentalis,1,1,1,Cardinium
arachnida,mesostigmata,Phytoseiidae,Galendromus,occidentalis,1,1,1,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Galendromus,occidentalis,1,1,1,Cardinium
arachnida,mesostigmata,Phytoseiidae,Galendromus,occidentalis,1,1,1,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Galendromus,occidentalis,1,1,20,Cardinium
arachnida,mesostigmata,Phytoseiidae,Galendromus,occidentalis,1,1,20,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Neoseiulus,californicus,1,0,1,Cardinium
arachnida,mesostigmata,Phytoseiidae,Neoseiulus,californicus,1,0,1,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Neoseiulus,cucumeris,1,0,1,Cardinium
arachnida,mesostigmata,Phytoseiidae,Neoseiulus,cucumeris,1,1,1,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Neoseiulus,fallacis,1,0,1,Cardinium
arachnida,mesostigmata,Phytoseiidae,Neoseiulus,fallacis,1,0,1,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,longipes,1,0,1,Cardinium
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,longipes,1,1,1,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,macropilis,1,0,1,Cardinium
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,macropilis,1,0,1,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,persimilis,1,0,15,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,persimilis,1,0,5,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,persimilis,1,0,5,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,persimilis,1,0,5,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,persimilis,1,0,5,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,persimilis,1,0,15,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,persimilis,1,0,5,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,persimilis,1,0,1,Cardinium
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,persimilis,1,1,1,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,persimilis,1,0,1,Cardinium
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,persimilis,1,0,1,Cardinium
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,persimilis,1,1,1,Wolbachia
arachnida,mesostigmata,Phytoseiidae,Phytoseiulus,persimilis,1,1,1,Wolbachia
arachnida,oribatida,Nothridae,Nothrus,sp,1,1,1,Cardinium
arachnida,oribatida,Oppiidae,Oppiella,nova,1,1,1,Cardinium
arachnida,oribatida,Oppiidae,Oppiella,nova,1,1,1,Wolbachia
arachnida,prostigmata,Erythraeidae,Balaustium,sp,1,1,1,Cardinium
arachnida,prostigmata,Erythraeidae,Balaustium,sp,1,1,1,Wolbachia
arachnida,prostigmata,Myobiidae,Radfordia,ensifera,1,0,1,Rickettsia
arachnida,prostigmata,Penthaleidae,Halotydeus,destructor,1,0,1,Cardinium
arachnida,prostigmata,Penthaleidae,Halotydeus,destructor,1,0,1,Wolbachia
arachnida,prostigmata,Penthaleidae,Penthaleus,major,1,0,1,Cardinium
arachnida,prostigmata,Penthaleidae,Penthaleus,major,1,0,1,Wolbachia
arachnida,prostigmata,Pygmephoridae,Pediculoides,mesembrinae,2,2,1,Cardinium
arachnida,prostigmata,Tenuipalpidae,Brevipalpus,obovatus,1,1,1,Cardinium
arachnida,prostigmata,Tenuipalpidae,Brevipalpus,obovatus,1,0,1,Wolbachia
arachnida,prostigmata,Tenuipalpidae,Brevipalpus,phoenicis,1,1,1,Cardinium
arachnida,prostigmata,Tenuipalpidae,Brevipalpus,phoenicis,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Amphitetranychus,quercivorus,2,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Amphitetranychus,viennensis,2,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Aponychus,corpuzae,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Aponychus,firmianae,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,berlesei,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,berlesei,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,2,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,2,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,2,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,2,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,8,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,2,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,3,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,2,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,2,2,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,2,2,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,2,2,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,2,2,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,8,8,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,2,2,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,3,3,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,2,2,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,kissophila,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,praetiosa,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,praetiosa,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,rubrioculus,1,1,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,rubrioculus,1,1,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,rubrioculus,4,4,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,rubrioculus,2,1,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,rubrioculus,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,rubrioculus,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,rubrioculus,4,4,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,rubrioculus,2,2,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,rubrioculus,4,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,rubrioculus,4,4,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,sarothamni,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,sarothamni,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,sarothamni,5,3,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,sarothamni,3,3,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,sarothamni,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,sarothamni,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,sarothamni,5,5,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,sarothamni,3,2,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,sp,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,sp,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,sp,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,sp,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,sp,2,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,sp,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Bryobia,sp,2,2,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Bryobia,sp,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Eotetranychus,asiaticus,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Eotetranychus,cornicola,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Eotetranychus,dissectus,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Eotetranychus,rubricans,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Eotetranychus,smithi,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Eotetranychus,suginamensis,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Eotetranychus,tiliarium,2,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Eotetranychus,uchidai,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Eotetranychus,uncatus,2,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Oligonychus,afrasiaticus,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Oligonychus,afrasiaticus,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Oligonychus,akitanus,2,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Oligonychus,biharensis,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Oligonychus,coffeae,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Oligonychus,formosanus,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Oligonychus,gotohi,6,5,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Oligonychus,ilicis,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Panonychus,bambusicola,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Panonychus,citri,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Panonychus,citri,40,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Panonychus,citri,72,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Panonychus,citri,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Panonychus,citri,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Panonychus,mori,52,5,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Panonychus,osmanthi,44,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Panonychus,thelytokus,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Panonychus,ulmi,2,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Petrobia,harti,1,1,1,Cardinium
arachnida,prostigmata,Tetranychidae,Petrobia,harti,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Petrobia,harti,1,1,1,Cardinium
arachnida,prostigmata,Tetranychidae,Petrobia,harti,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Schizotetranychus,bambusae,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Schizotetranychus,cercidiphylli,2,2,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Schizotetranychus,leguminosus,2,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Schizotetranychus,longus,3,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Schizotetranychus,recki,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Schizotetranychus,schizopus,2,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,40,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,17,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,29,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,13,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,7,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,4,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,5,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,8,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,7,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,12,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,26,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,12,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,40,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,cinnabarinus,40,34,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,ezoensis,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,kanzawai,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,kanzawai,40,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,kanzawai,75,22,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,ludeni,4,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,neocaledonicus,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,parakanzawai,16,5,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,phaselus,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,piercei,2,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,pueraricola,38,18,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,takafujii,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,truncates,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,truncates,40,35,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,turkestani,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,turkestani,40,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,0,20,Rickettsia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,20,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,20,Rickettsia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,20,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,3,2,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,19,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,24,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,20,Rickettsia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,20,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,31,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,10,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,24,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,11,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,24,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,19,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,0,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,6,0,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,6,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,50,11,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,8,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,15,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,6,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,9,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,14,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,8,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,40,1,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,20,Rickettsia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,20,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,20,Rickettsia
arachnida,prostigmata,Tetranychidae,Tetranychus,urticae,1,1,20,Wolbachia
arachnida,prostigmata,Tetranychidae,Tetranychus,viennensis,40,40,1,Cardinium
arachnida,prostigmata,Tetranychidae,Tetranychus,viennensis,40,40,1,Wolbachia
arachnida,prostigmata,Tetranychidae,Yezonychus,sapporensis,1,0,1,Wolbachia
arachnida,araneae,Agelenidae,Agelena,labyrinthica,10,0,1,Wolbachia
arachnida,araneae,Agelenidae,Agelenopsis,aleenae,1,0,1,Wolbachia
arachnida,araneae,Agelenidae,Agelenopsis,aleenae,3,3,1,Wolbachia
arachnida,araneae,Agelenidae,Agelenopsis,aleenae,1,0,1,Wolbachia
arachnida,araneae,Agelenidae,Agelenopsis,aleenae,3,3,1,Wolbachia
arachnida,araneae,Agelenidae,Agelenopsis,aperta,1,1,1,Wolbachia
arachnida,araneae,Agelenidae,Agelenopsis,aperta,1,1,1,Wolbachia
arachnida,araneae,Agelenidae,Agelenopsis,aperta,14,10,1,Wolbachia
arachnida,araneae,Agelenidae,Agelenopsis,aperta,5,4,1,Wolbachia
arachnida,araneae,Agelenidae,Agelenopsis,aperta,6,6,1,Wolbachia
arachnida,araneae,Agelenidae,Agelenopsis,aperta,8,2,1,Wolbachia
arachnida,araneae,Agelenidae,Agelenopsis,aperta,2,2,1,Wolbachia
